SA2_CODE_2021,SA2_NAME_2021,PHN_CODE_2017,PHN_NAME_2017,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG,,,,,,,,,,,
601011003,Old Beach - Otago,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601021004,Bellerive - Rosny,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601021005,Cambridge,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601021006,Geilston Bay - Risdon,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601021007,Howrah - Tranmere,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601021008,Lindisfarne - Rose Bay,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601021009,Mornington - Warrane,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601021010,Risdon Vale,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601021011,Rokeby,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601021012,South Arm,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601031013,Austins Ferry - Granton,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601031014,Berriedale - Chigwell,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601031015,Claremont (Tas.),PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601031016,Derwent Park - Lutana,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601031017,Glenorchy,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601031018,Montrose - Rosetta,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601031019,Moonah,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601031020,New Norfolk,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601031021,West Moonah,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601041022,Kingston - Huntingfield,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601041023,Kingston Beach - Blackmans Bay,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601041024,Margate - Snug,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601041025,Mount Wellington,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601041026,Taroona - Bonnet Hill,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601051027,Hobart,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601051028,Lenah Valley - Mount Stuart,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601051029,Mount Nelson - Dynnyrne,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601051030,New Town,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601051031,Sandy Bay,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601051032,South Hobart - Fern Tree,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601051033,West Hobart,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601061034,Dodges Ferry - Lewisham,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601061035,Sorell - Richmond,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011036,Invermay,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011037,Kings Meadows - Punchbowl,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011038,Launceston,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011039,Legana,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011040,Mowbray,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011041,Newnham - Mayfield,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011042,Newstead,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011043,Norwood (Tas.),PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011044,Prospect Vale - Blackstone,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011045,Ravenswood,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011046,Riverside,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011047,South Launceston,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011048,Summerhill - Prospect,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011049,Trevallyn,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011050,Waverley - St Leonards,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011051,West Launceston,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602011052,Youngtown - Relbia,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602021053,Beauty Point - Beaconsfield,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602021054,Deloraine,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602021055,Grindelwald - Lanena,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602021056,Hadspen - Carrick,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602021057,Westbury,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602031058,Dilston - Lilydale,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602031059,George Town,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602031060,Longford,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602031061,Northern Midlands,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602031062,Perth - Evandale,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602031064,St Helens - Scamander,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602031099,Flinders and Cape Barren Islands,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
602031100,Scottsdale - Bridport,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
603011065,Central Highlands,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
603011066,Derwent Valley,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
603011067,Southern Midlands,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
603011068,Wilderness - East,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
603021069,Bruny Island - Kettering,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
603021070,Cygnet,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
603021071,Geeveston - Dover,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
603021072,Huonville - Franklin,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
603031073,Forestier - Tasman,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
603031074,Triabunna - Bicheno,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604011075,Acton - Upper Burnie,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604011076,Burnie - Ulverstone Surrounds,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604011077,Burnie - Wivenhoe,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604011078,Parklands - Camdale,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604011079,Penguin - Sulphur Creek,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604011080,Romaine - Havenview,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604011081,Somerset,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604011082,Ulverstone,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604011083,West Ulverstone,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604011084,Wynyard,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604021085,Devonport,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604021086,East Devonport,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604021087,Latrobe,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604021088,Miandetta - Don,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604021089,Port Sorell,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604021090,Quoiba - Spreyton,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604021091,Sheffield - Railton,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604021092,Turners Beach - Forth,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604031093,King Island,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604031094,North West,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604031095,Smithton,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604031096,Waratah,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604031097,West Coast (Tas.),PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
604031098,Wilderness - West,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
697979799,Migratory - Offshore - Shipping (Tas.),,,,NA,Good,4,,,,,,,,,,805279,https://linked.data.gov.au/dataset/asgsed3/SA2/599999499
699999499,No usual address (Tas.),,,,NA,Good,4,,,,,,,,,,805281,https://linked.data.gov.au/dataset/asgsed3/SA2/697979799
701011001,Darwin Airport,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701011002,Darwin City,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701011003,East Point,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701011004,Fannie Bay - The Gardens,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701011005,Larrakeyah,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701011006,Ludmilla - The Narrows,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701011007,Parap,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701011008,Stuart Park,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701011009,Woolner - Bayview - Winnellie,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021010,Alawa,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021011,Anula,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021012,Berrimah,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021013,Brinkin - Nakara,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021014,Buffalo Creek,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021015,Charles Darwin,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021016,Coconut Grove,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021017,East Arm,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021018,Jingili,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021019,Karama,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021020,Leanyer,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021021,Lyons (NT),PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021022,Malak - Marrara,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021023,Millner,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021024,Moil,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021025,Nightcliff,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021026,Rapid Creek,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021027,Tiwi,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021028,Wagaman,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021029,Wanguri,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701021030,Wulagi,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701031031,Howard Springs,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701031032,Humpty Doo,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701031033,Koolpinyah,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701031034,Virginia,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701031035,Weddell,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701041036,Bakewell,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701041037,Driver,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701041038,Durack - Marlow Lagoon,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701041039,Gray,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701041040,Moulden,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701041041,Palmerston - North,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701041042,Palmerston - South,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701041043,Rosebery - Bellamack,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
701041044,Woodroffe,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702011045,Charles,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702011046,East Side,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702011047,Flynn (NT),PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702011048,Larapinta,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702011049,Mount Johns,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702011050,Petermann - Simpson,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702011051,Ross,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702011052,Sandover - Plenty,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702011053,Tanami,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702011054,Yuendumu - Anmatjere,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702021055,Barkly,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702021056,Tennant Creek,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702031057,Alligator,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702031058,Daly,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702031059,Thamarrurr,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702031060,Tiwi Islands,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702031061,West Arnhem,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702041062,Anindilyakwa,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702041063,East Arnhem,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702041064,Nhulunbuy,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702051065,Elsey,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702051066,Gulf,,,0.0030506,Acceptable,Good,4,,,,,,,,,,,
702051066,Gulf,PHN701,Northern Territory,0.9969494,Good,Good,0,,,,,,,,,,,
702051067,Katherine,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
702051068,Victoria River,PHN701,Northern Territory,1,Good,Good,0,,,,,,,,,,,
797979799,Migratory - Offshore - Shipping (NT),,,,NA,Good,4,,,,,,,,,,805284,https://linked.data.gov.au/dataset/asgsed3/SA2/699999499
799999499,No usual address (NT),,,,NA,Good,4,,,,,,,,,,805286,https://linked.data.gov.au/dataset/asgsed3/SA2/797979799
801011001,Aranda,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011002,Belconnen,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011003,Bruce,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011004,Charnwood,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011005,Cook,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011006,Dunlop,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011007,Evatt,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011008,Florey,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011009,Flynn (ACT),PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011010,Fraser,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011011,Giralang,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011012,Gooromon,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011013,Hawker,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011014,Higgins,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011015,Holt,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011016,Kaleen,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011017,Latham,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011018,Lawson,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011019,Macgregor (ACT),PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011020,Macquarie,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011021,McKellar,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011022,Melba,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011023,Page,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011024,Scullin,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011025,Spence,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011026,Weetangera,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011111,Molonglo Corridor,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011142,Macnamara,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011143,Strathnairn,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801011144,West Belconnen,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801031031,Hume,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801031032,Kowen,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801031113,Canberra East,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801031114,Canberra Airport,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801031115,Majura,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041034,Amaroo,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041035,Bonner,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041036,Casey,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041037,Crace,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041038,Forde,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041039,Franklin,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041040,Gungahlin,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041043,Hall,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041044,Harrison,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041045,Mitchell,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041046,Ngunnawal,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041047,Nicholls,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041048,Palmerston,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041116,Gungahlin - East,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041117,Gungahlin - West,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041118,Jacka,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041119,Kenny,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041120,Moncrieff,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041121,Taylor,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801041122,Throsby,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051049,Acton,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051050,Ainslie,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051051,Braddon,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051053,Civic,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051054,Dickson,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051055,Downer,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051056,Hackett,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051057,Lyneham,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051058,O'Connor (ACT),PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051060,Turner,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051061,Watson,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051123,Black Mountain,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051124,Campbell,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051125,Duntroon,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051126,Parkes (ACT) - North,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051127,Reid,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801051128,Russell,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061062,Deakin,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061063,Forrest,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061064,Griffith (ACT),PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061066,Lake Burley Griffin,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061067,Narrabundah,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061068,Parkes (ACT) - South,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061069,Red Hill (ACT),PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061070,Yarralumla,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061129,Barton,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061130,Fyshwick,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801061131,Kingston (ACT),PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071071,Banks,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071072,Bonython,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071073,Calwell,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071074,Chisholm,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071075,Conder,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071076,Fadden,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071077,Gilmore,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071078,Gordon (ACT),PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071079,Gowrie (ACT),PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071080,Greenway,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071081,Isabella Plains,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071082,Kambah,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071083,Macarthur,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071084,Monash,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071085,Mount Taylor,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071086,Oxley (ACT),PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071087,Richardson,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071088,Theodore,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071089,Tuggeranong,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071090,Wanniassa,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801071132,Tuggeranong - West,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801081091,Chapman,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801081092,Duffy,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801081093,Fisher,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801081094,Holder,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801081095,Rivett,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801081096,Stirling,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801081097,Waramanga,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801081098,Weston,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801081133,Scrivener,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091099,Chifley,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091100,Curtin,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091101,Farrer,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091102,Garran,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091103,Hughes,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091104,Isaacs,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091105,Lyons (ACT),PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091106,Mawson,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091107,O'Malley,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091108,Pearce,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091109,Phillip,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801091110,Torrens,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801101134,Arboretum,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801101135,Coombs,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
801101136,Denman Prospect,PHN801,Australian Capital Territory,1,Good,Good,0,,,,,,,,,,,
